State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Arhar/Tur,6154,2602
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Bajra,48855,52375
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Castor seed,71,61
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Cotton(lint),15225,22129
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Groundnut,16368,7734
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Horse-gram,3372,1156
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Jowar,12363,24855
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Maize,30630,92831
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Moong(Green Gram),13872,1147
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Niger seed,310,47
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Onion,3090,14100
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Rapeseed &Mustard,51,7
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Rice,197,316
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Sesamum,2395,937
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Soyabean,5221,3854
Madhya Pradesh,ALIRAJPUR,1998,Kharif     ,Sunflower,36785,13374
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Gram,17835,15170
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Groundnut,15849,24166
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Horse-gram,2098,608
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Jowar,152540,120840
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Linseed,4667,1667
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Maize,10520,24026
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Onion,1226,16070
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Safflower,4590,3570
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Sunflower,41359,16619
Madhya Pradesh,ALIRAJPUR,1998,Rabi       ,Wheat,22207,28030
Madhya Pradesh,ALIRAJPUR,1998,Summer     ,Maize,2252,5016
Madhya Pradesh,ALIRAJPUR,1998,Summer     ,Onion,1032,15017
Madhya Pradesh,ALIRAJPUR,1998,Summer     ,Sunflower,2262,1195
Madhya Pradesh,ALIRAJPUR,1998,WholeYear ,Arecanut,1,7
Madhya Pradesh,ALIRAJPUR,1998,WholeYear ,Coconut ,571,2728
Madhya Pradesh,ALIRAJPUR,1998,WholeYear ,Coriander,43,4
Madhya Pradesh,ALIRAJPUR,1998,WholeYear ,Dry chillies,619,816
Madhya Pradesh,ALIRAJPUR,1998,WholeYear ,Garlic,30,25
Madhya Pradesh,ALIRAJPUR,1998,WholeYear ,Turmeric,305,1872
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Arhar/Tur,5126,3589
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Bajra,41122,29929
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Castor seed,48,37
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Cotton(lint),11979,18434
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Groundnut,13284,7326
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Horse-gram,2555,607
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Jowar,11598,21354
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Maize,30462,101371
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Mesta,9,17
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Moong(Green Gram),18730,6423
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Niger seed,347,53
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Other Kharif pulses,21091,3696
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Rice,128,202
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Sesamum,1354,607
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Small millets,540,190
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Soyabean,5098,4262
Madhya Pradesh,ALIRAJPUR,1999,Kharif     ,Sunflower,26250,14837
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Gram,18807,12599
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Groundnut,15530,20537
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Horse-gram,3584,538
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Jowar,160974,147679
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Linseed,5667,1647
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Maize,15401,41391
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Other  Rabi pulses,1598,202
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Rapeseed &Mustard,74,11
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Safflower,3926,2828
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Sunflower,24177,15169
Madhya Pradesh,ALIRAJPUR,1999,Rabi       ,Wheat,21584,29875
Madhya Pradesh,ALIRAJPUR,1999,Summer     ,Maize,416,760
Madhya Pradesh,ALIRAJPUR,1999,Summer     ,Sunflower,1527,1065
Madhya Pradesh,ALIRAJPUR,1999,WholeYear ,Banana,954,23628
Madhya Pradesh,ALIRAJPUR,1999,WholeYear ,Coconut ,1283,6130
Madhya Pradesh,ALIRAJPUR,1999,WholeYear ,Coriander,31,3
Madhya Pradesh,ALIRAJPUR,1999,WholeYear ,Dry chillies,579,595
Madhya Pradesh,ALIRAJPUR,1999,WholeYear ,Garlic,30,25
Madhya Pradesh,ALIRAJPUR,1999,WholeYear ,Onion,3614,52778
Madhya Pradesh,ALIRAJPUR,1999,WholeYear ,Sugarcane,53888,6143232
Madhya Pradesh,ALIRAJPUR,1999,WholeYear ,Sweet potato,51,162
Madhya Pradesh,ALIRAJPUR,1999,WholeYear ,Turmeric,310,1684
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Arhar/Tur,4984,3693
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Bajra,41232,41300
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Castor seed,52,67
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Cotton(lint),15767,23002
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Groundnut,14487,9664
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Horse-gram,2359,2902
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Jowar,11375,22359
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Maize,31263,99110
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Mesta,9,17
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Moong(Green Gram),23658,10069
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Niger seed,435,66
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Other Kharif pulses,2961,1001
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Rice,171,311
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Sesamum,1981,969
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Small millets,1142,723
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Soyabean,4743,4749
Madhya Pradesh,ALIRAJPUR,2000,Kharif     ,Sunflower,25378,16262
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Gram,16454,9834
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Groundnut,11875,17305
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Horse-gram,1530,490
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Jowar,132473,94603
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Linseed,4647,1377
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Maize,17492,47659
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Other  Rabi pulses,677,90
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Rapeseed &Mustard,74,11
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Safflower,3296,3023
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Sunflower,36375,20518
Madhya Pradesh,ALIRAJPUR,2000,Rabi       ,Wheat,23969,37181
Madhya Pradesh,ALIRAJPUR,2000,Summer     ,Maize,3129,8799
Madhya Pradesh,ALIRAJPUR,2000,Summer     ,Sunflower,2901,2163
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Arecanut,4,6
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Banana,872,14647
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Coconut ,1312,6268
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Coriander,34,3
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Dry chillies,756,654
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Garlic,27,22
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Onion,3819,33520
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Sannhamp,35,9
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Sugarcane,62050,7014752
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Sweet potato,51,162
Madhya Pradesh,ALIRAJPUR,2000,WholeYear ,Turmeric,301,1476
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Arhar/Tur,1502,925
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Bajra,15169,11519
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Castor seed,19,14
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Cotton(lint),14104,22539
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Groundnut,14509,17691
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Horse-gram,1370,1606
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Jowar,6786,12064
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Maize,21340,66431
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Mesta,5,10
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Moong(Green Gram),2301,501
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Niger seed,164,25
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Other Kharif pulses,450,151
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Rice,171,411
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Sesamum,897,581
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Small millets,43,16
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Soyabean,410,303
Madhya Pradesh,ALIRAJPUR,2001,Kharif     ,Sunflower,8560,6843
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Gram,25681,17984
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Horse-gram,9429,5554
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Jowar,170489,125015
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Linseed,6261,2641
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Maize,15597,43755
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Other  Rabi pulses,660,88
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Rapeseed &Mustard,74,11
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Safflower,4793,2817
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Sunflower,48590,24663
Madhya Pradesh,ALIRAJPUR,2001,Rabi       ,Wheat,25855,34969
Madhya Pradesh,ALIRAJPUR,2001,Summer     ,Maize,1396,4066
Madhya Pradesh,ALIRAJPUR,2001,Summer     ,Rice,13,19
Madhya Pradesh,ALIRAJPUR,2001,Summer     ,Sunflower,3442,3365
Madhya Pradesh,ALIRAJPUR,2001,WholeYear ,Arecanut,4,6
Madhya Pradesh,ALIRAJPUR,2001,WholeYear ,Coconut ,1142,5456
Madhya Pradesh,ALIRAJPUR,2001,WholeYear ,Coriander,30,3
Madhya Pradesh,ALIRAJPUR,2001,WholeYear ,Dry chillies,704,608
Madhya Pradesh,ALIRAJPUR,2001,WholeYear ,Onion,6247,64311
Madhya Pradesh,ALIRAJPUR,2001,WholeYear ,Sannhamp,22,5
Madhya Pradesh,ALIRAJPUR,2001,WholeYear ,Sugarcane,60450,5570468
Madhya Pradesh,ALIRAJPUR,2001,WholeYear ,Turmeric,311,1553
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Arhar/Tur,2749,1113
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Bajra,24007,7171
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Castor seed,10,9
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Cotton(lint),3511,5149
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Groundnut,5720,1920
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Horse-gram,2660,2075
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Jowar,5551,9005
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Maize,20026,60945
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Mesta,7,13
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Moong(Green Gram),16545,330
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Niger seed,122,18
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Other Kharif pulses,9360,1646
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Rice,112,230
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Sesamum,1225,796
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Small millets,271,67
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Soyabean,1349,728
Madhya Pradesh,ALIRAJPUR,2002,Kharif     ,Sunflower,22376,11438
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Gram,26669,17905
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Groundnut,10177,12994
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Horse-gram,4254,1689
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Jowar,157259,98880
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Linseed,4997,2207
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Maize,9197,31585
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Other  Rabi pulses,176,21
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Rapeseed &Mustard,80,12
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Safflower,3916,2703
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Sunflower,55498,31053
Madhya Pradesh,ALIRAJPUR,2002,Rabi       ,Wheat,23327,32386
Madhya Pradesh,ALIRAJPUR,2002,Summer     ,Jowar,2,2
Madhya Pradesh,ALIRAJPUR,2002,Summer     ,Maize,1233,4217
Madhya Pradesh,ALIRAJPUR,2002,Summer     ,Rice,15,16
Madhya Pradesh,ALIRAJPUR,2002,Summer     ,Sunflower,3207,2809
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Arcanut (Processed),6,8
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Atcanut (Raw),6,40
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Banana,466,7118
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Brinjal,215,1010
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Citrus Fruit,350,3155
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Coconut ,877,4190
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Coriander,30,3
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Dry chillies,543,292
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Garlic,18,15
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Grapes,608,16383
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Mango,287,920
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Onion,3329,30605
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Other Fresh Fruits,452,955
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Papaya,43,117
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Pome Fruit,48,168
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Sannhamp,22,5
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Sugarcane,58694,5241374
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Sweet potato,20,63
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Tomato,114,639
Madhya Pradesh,ALIRAJPUR,2002,WholeYear ,Turmeric,356,1991
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Arhar/Tur,736,40
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Bajra,15454,8153
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Castor seed,1,1
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Cotton(lint),3226,6374
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Groundnut,2649,1644
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Horse-gram,437,112
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Jowar,4339,9345
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Maize,14493,52889
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Mesta,150,286
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Moong(Green Gram),969,56
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Niger seed,153,23
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Other Kharif pulses,133,45
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Rice,93,210
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Sesamum,536,236
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Small millets,67,39
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Soyabean,272,119
Madhya Pradesh,ALIRAJPUR,2003,Kharif     ,Sunflower,11643,9155
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Gram,28249,4448
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Groundnut,14870,22871
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Horse-gram,2879,230
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Jowar,134368,10766
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Linseed,3523,264
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Maize,11898,32576
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Other  Rabi pulses,571,76
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Rapeseed &Mustard,65,10
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Safflower,2767,343
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Sunflower,88095,24320
Madhya Pradesh,ALIRAJPUR,2003,Rabi       ,Wheat,15300,18327
Madhya Pradesh,ALIRAJPUR,2003,Summer     ,Jowar,37,98
Madhya Pradesh,ALIRAJPUR,2003,Summer     ,Maize,1515,3310
Madhya Pradesh,ALIRAJPUR,2003,Summer     ,Rice,2,7
Madhya Pradesh,ALIRAJPUR,2003,Summer     ,Sunflower,3232,2693
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Arecanut,6,8
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Banana,434,7423
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Brinjal,1037,4377
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Citrus Fruit,374,1368
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Coconut ,600,2867
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Coriander,26,2
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Dry chillies,476,798
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Garlic,150,124
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Grapes,1829,78515
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Mango,601,2073
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Onion,4269,27894
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Other Fresh Fruits,385,800
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Pome Fruit,61,70
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Sannhamp,19,5
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Sugarcane,38744,2834124
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Sweet potato,42,133
Madhya Pradesh,ALIRAJPUR,2003,WholeYear ,Tomato,321,853
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Arhar/Tur,3105,655
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Bajra,50947,32970
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Castor seed,2,2
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Cotton(lint),7315,12172
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Groundnut,6413,3776
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Horse-gram,1710,1049
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Jowar,11225,20951
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Maize,37419,130280
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Mesta,120,229
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Moong(Green Gram),37851,4315
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Niger seed,226,34
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Other Kharif pulses,906,298.98
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Rice,64,178.75
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Sesamum,948,581
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Small millets,54,19
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Soyabean,9183,5156
Madhya Pradesh,ALIRAJPUR,2004,Kharif     ,Sunflower,51307,29116
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Gram,20960,10288
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Groundnut,18828,25292
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Horse-gram,1901,591
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Jowar,144349,100053
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Linseed,3348,658
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Maize,12094,42223
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Other  Rabi pulses,694,92
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Rapeseed &Mustard,70,10
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Safflower,2857,943
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Sunflower,62717,35641
Madhya Pradesh,ALIRAJPUR,2004,Rabi       ,Wheat,21202,32903
Madhya Pradesh,ALIRAJPUR,2004,Summer     ,Maize,1509,5691
Madhya Pradesh,ALIRAJPUR,2004,Summer     ,Sunflower,4087,3052
Madhya Pradesh,ALIRAJPUR,2004,WholeYear ,Arecanut,2,3
Madhya Pradesh,ALIRAJPUR,2004,WholeYear ,Banana,191,7032
Madhya Pradesh,ALIRAJPUR,2004,WholeYear ,Coconut ,452,21813.52
Madhya Pradesh,ALIRAJPUR,2004,WholeYear ,Coriander,31,3
Madhya Pradesh,ALIRAJPUR,2004,WholeYear ,Dry chillies,601,459
Madhya Pradesh,ALIRAJPUR,2004,WholeYear ,Garlic,150,124
Madhya Pradesh,ALIRAJPUR,2004,WholeYear ,Onion,6986,65436
Madhya Pradesh,ALIRAJPUR,2004,WholeYear ,Sweet potato,57,181
Madhya Pradesh,ALIRAJPUR,2004,WholeYear ,Turmeric,374,2277
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Arhar/Tur,2984,1032
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Bajra,44354,54674
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Dry chillies,318,231
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Groundnut,7134,5000
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Horse-gram,1812,1914
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Jowar,10339,27092
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Maize,38948,153176
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Moong(Green Gram),28884,3375
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Niger seed,184,28
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Onion,6732,39517
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Other Kharif pulses,602,203
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Rice,126,355
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Sesamum,3085,1515
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Small millets,121,34
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Soyabean,6534,4947
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Sunflower,48722,26039
Madhya Pradesh,ALIRAJPUR,2005,Kharif     ,Urad,12,2
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Dry chillies,118,192
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Gram,19566,11244
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Groundnut,19037,18157
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Horse-gram,2540,1298
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Jowar,127199,138382
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Linseed,3690,778
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Maize,14743,61920
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Onion,1478,15322
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Other  Rabi pulses,987,131
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Rapeseed &Mustard,75,11
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Safflower,2901,1293
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Sunflower,81668,56526
Madhya Pradesh,ALIRAJPUR,2005,Rabi       ,Wheat,21840,34948
Madhya Pradesh,ALIRAJPUR,2005,Summer     ,Dry chillies,71,42
Madhya Pradesh,ALIRAJPUR,2005,Summer     ,Jowar,3,6
Madhya Pradesh,ALIRAJPUR,2005,Summer     ,Maize,1723,7038
Madhya Pradesh,ALIRAJPUR,2005,Summer     ,Onion,675,9735
Madhya Pradesh,ALIRAJPUR,2005,Summer     ,Rice,63,196
Madhya Pradesh,ALIRAJPUR,2005,Summer     ,Sunflower,3328,3098
Madhya Pradesh,ALIRAJPUR,2005,WholeYear ,Banana,84,2477
Madhya Pradesh,ALIRAJPUR,2005,WholeYear ,Coconut ,413,1973
Madhya Pradesh,ALIRAJPUR,2005,WholeYear ,Coriander,34,3
Madhya Pradesh,ALIRAJPUR,2005,WholeYear ,Cotton(lint),5632,9351
Madhya Pradesh,ALIRAJPUR,2005,WholeYear ,Garlic,60,50
Madhya Pradesh,ALIRAJPUR,2005,WholeYear ,Mesta,82,156
Madhya Pradesh,ALIRAJPUR,2005,WholeYear ,Sugarcane,37783,3445810
Madhya Pradesh,ALIRAJPUR,2005,WholeYear ,Sweet potato,50,158
Madhya Pradesh,ALIRAJPUR,2005,WholeYear ,Turmeric,368,4453
